TweetId,AltText,conveysMeaning,axisInfo,axisOrValueScale,plotType,repeatTitle,TitleText,,OtherText,AnnotationNotes,,,
1101663665869094912,"Title - ""How do the clusters differ in delay causes?"". X axis - ""Average %"", Y axis - ""Delay Causes"". Bar graphs faceted by cluster.",0,1,1,1,0,Do delay cause clusters exist in certain regions?,,NA,NA,,,
1083815601305341952,"Information on talk title (box plots: a case study in debugging and perseverance), time/date (Jan 17 11:48) and abstract. Screenshot from app shows options to add to calendar, check in, and rate the talk out of 5 stars.",NA,NA,NA,NA,NA,NA,,NA,This image is not a data viz,,,
1083173176924884992,Timeline of circle packed networks to show how the tv drama category has evolved and differentiated since 1990.,0,NA,NA,1,1,The Evolution and Differentiation of Dramas Across the Golden Age of Television,,"This chart presents a time series of circle-packed network representations of the television dramas. The larger dark blue circle represents the year, light blue represents the genre (Action, Comedy, etc.) and the pale pink represents the individual program. The area of each circle (node) is porportional to the sum of the audience share of the smaller circles within (child nodes).",NA,,,
1082831053017022464,"A boxplot of average ratings by genre. Median ratings for each genre are very similar, all hovering around 8/10. title = ""How do TV show ratings vary by genre?"", x= ""Genre"", y =  ""Average Rating"".",1,1,1,1,0,How do TV show rations vary by genre?,,NA,NA,,,
1080660305309519872,"Bar plot of popular R packages and stats, mined from #rstats tweets, faceted by package and ordered by package mentions. Title = ""Top 10 Packages & Functions Mentioned in #rstats Tweets"", subtitle = ""Date Range: 09/07/2008 - 12/19/2018"", x = ""Function"", y  = ""Number of Mentions"", caption = ""For tweets that used the '::' notation""). dplyr is the most frequently mentioned package and utils is the least.",0,1,0,1,0,Top 10 Packages & Functions Mentioned in #rstats Tweets,,NA,NA,,,
1076683182903304192,"A bar graph, with flipped coordinates. title - ""Where did captive cetaceans with missing COD info last reside before their death?"", subtitle = ""For Deaths Since 1990"", x - ""Birth Decade"", y - ""Number of Deaths with no COD Info"", fill color legend - ""Last Residence"", caption - ""Sources: US National Marine Mammal Inventory, Ceta-Base"". Total of 19 deaths with no COD info in the 90's and 2000's. Count of 4 for the 2010s",1,1,1,1,0,Documentation (or lack thereof) of captive cetacean deaths,,NA,NA,,,
1073459960573583360,"A scatterplot titled ""Do cleanliness scale in NYC restaurants?"". The x-axis reads ""Number of Inspection-Related Closures"". The y-axis reads ""Number of Franchise Locations"". The points are labeled by restaurants. There is a line of best fit with a positive slope. Dunkin Donuts has 1 closure and just under 100 franchise locations in NYC. Kennedy Fried Chicken has the most inspection-related closures from 2015-2016.",1,1,0,1,0,Does cleanliness scale in NYC restaurants?,,NA,NA,,,
1071368549887811584,Screenshot of two ggplot() horizontal bar charts. Demonstrates how by default bars are arranged by the sorted bar labels and that fct_reorder can be used to reorder bars from longest to smallest.,0,0,0,1,0,NA,,NA,This image has a data viz with subplots and does not have an overall title or subtitle,,,
1069837767348273152,"A bar graph titled ""Comparing article reading times by sentiment category: an analysis of words in Medium article titles on AI and Big Data"". X axis: ""Reading Time (Min). Y Axis: ""Sentiment Category."". Y axis is ordered by reading time (the x-axis). Superfluous is the highest average reading time.",0,1,1,1,0,Is there a sentiment sweet spot for maximizing claps and reading time?,,NA,NA,,,
1067571919308931072,"Ridge plot of bridge inspections by county. Title reads ""Density plot of most recent bridge inspection in Maryland"". Subtitle reads ""@baltsundata (Since the start of 2015). X axis is ""Date"" and Y Axis is ""County"". Caption reads ""Twitter: @kevin_m_kent""",0,1,1,1,0,Current Condition of Bridges Built in Maryland from 1809 to 2017,,NA,NA,,,
1062925939707912192,"Dumbbell plot with a title ""Dates for Malaria Research in African Countries Since 2010"". X-axis is the date and y-axis is the country. Subtitle is data: ""ourworldindata.org"". Caption is: ""Twitter: @kevin_m_kent""",0,1,0,1,0,Dates for Malaria Research in African Countries Since 2010,,NA,This image has a data viz with the title cut off,,,
1062105545744769024,"A choropleth map of Wind Turbine counts by state. The legend on the right shows count-color mappings, going from light blue to black and 1 to 13,232. The title says ""Wind Turbines in the USA"".",0,NA,NA,1,0,Wind Turbines in the USA,,NA,NA,,,
989040385682038784,Women earn less than men in Australia's top-paying jobs,1,0,0,0,1,Women earn less than men in Australia's top-paying jobs,,NA,NA,,,
